ixDay,Date,Weekday,,SPY.Open,SPY.High,SPY.Low,SPY.Close,SPY.Volume,SPY.Adjusted
351,5/23/2001,Wednesday,99,131.05,131.05,129.25,129.25,12330800,99.35
352,5/24/2001,Thursday,100,129.47,130,128.55,129.63,7902800,99.64
353,5/25/2001,Friday,101,129.65,129.7,127.9,128.1,7425000,98.46
354,5/29/2001,Tuesday,102,128.22,128.35,126.9,127.08,9003900,97.68
355,5/30/2001,Wednesday,103,126.59,127.09,125,125.3,10041800,96.31
356,5/31/2001,Thursday,104,125.43,126.76,125.26,125.95,9874200,96.81
357,6/1/2001,Friday,105,126.2,127.1,125.12,126.73,8848300,97.41
358,6/4/2001,Monday,106,126.8,127.43,126.08,127.34,5623500,97.88
359,6/5/2001,Tuesday,107,127.49,129.23,127.27,128.8,9115400,99
360,6/6/2001,Wednesday,108,128.83,128.83,127.36,127.73,12064900,98.18
361,6/7/2001,Thursday,109,127.05,128.35,127,128.19,7355300,98.53
362,6/8/2001,Friday,110,127.7,127.87,126.14,127,8170600,97.62
363,6/11/2001,Monday,111,126.71,126.99,125.41,126.1,7012200,96.93
364,6/12/2001,Tuesday,112,124.86,126.74,124.04,125.88,9364400,96.76
365,6/13/2001,Wednesday,113,126.17,126.58,124.65,124.8,7629400,95.93
366,6/14/2001,Thursday,114,124.18,124.3,121.75,122,12603000,93.77
367,6/15/2001,Friday,115,120.91,122.4,120.4,121.85,16821100,93.93
368,6/18/2001,Monday,116,121.65,122.44,120.91,121.26,11368300,93.47
369,6/19/2001,Tuesday,117,122.38,122.89,120.89,121.79,7732300,93.88
370,6/20/2001,Wednesday,118,121.19,122.86,121.1,122.43,8787200,94.37
371,6/21/2001,Thursday,119,122.22,124.31,122.15,123.82,12259100,95.44
372,6/22/2001,Friday,120,123.49,123.59,122.16,122.85,12212000,94.7
373,6/25/2001,Monday,121,123.28,123.44,121.5,121.72,8406800,93.82
374,6/26/2001,Tuesday,122,120.9,122.39,120.57,121.55,8005800,93.69
375,6/27/2001,Wednesday,123,121.6,122.24,120.91,121.48,10105100,93.64
376,6/28/2001,Thursday,124,122,123.94,121.93,122.15,10269300,94.16
377,6/29/2001,Friday,125,122.8,124.01,122.26,122.6,9824200,94.5
378,7/2/2001,Monday,126,122.8,124.32,122.62,124.13,8522200,95.68
379,7/3/2001,Tuesday,127,123.98,124.1,123.05,124.1,3303100,95.66
380,7/5/2001,Thursday,128,123.07,123.65,121.66,121.68,5517900,93.79
381,7/6/2001,Friday,129,121.31,121.49,119.05,119.05,11665900,91.77
382,7/9/2001,Monday,130,119.49,120.54,119.2,119.7,8339300,92.27
383,7/10/2001,Tuesday,131,120.29,120.64,118.21,118.26,8630700,91.16
384,7/11/2001,Wednesday,132,118.1,118.89,117.09,118.38,15328600,91.25
385,7/12/2001,Thursday,133,119.5,121.47,119.31,121.19,12002800,93.42
386,7/13/2001,Friday,134,120.84,122.32,120.62,122.24,10433800,94.23
387,7/16/2001,Monday,135,121.77,122.28,120.29,120.71,6915300,93.05
388,7/17/2001,Tuesday,136,120.2,121.95,119.83,121.84,7469800,93.92
389,7/18/2001,Wednesday,137,120.56,121.64,120.06,121.01,7709300,93.28
390,7/19/2001,Thursday,138,122.18,122.98,120.76,122.07,10082900,94.09
391,7/20/2001,Friday,139,121.15,121.94,120.92,121.34,6705800,93.53
392,7/23/2001,Monday,140,121.8,121.88,118.95,118.95,8065200,91.69
393,7/24/2001,Tuesday,141,119,119.2,116.75,117.8,12269000,90.8
394,7/25/2001,Wednesday,142,117.92,119.48,117.46,119.1,12088500,91.81
395,7/26/2001,Thursday,143,119.06,120.85,118.56,120.35,12898200,92.77
396,7/27/2001,Friday,144,120.83,121.35,119.91,120.81,8478800,93.12
397,7/30/2001,Monday,145,121.19,121.35,120.3,120.85,8547700,93.15
398,7/31/2001,Tuesday,146,121,122.68,120.8,121.35,11918100,93.54
399,8/1/2001,Wednesday,147,121.97,122.7,121.55,122.11,11940800,94.13
400,8/2/2001,Thursday,148,123.23,123.25,121.89,122.61,11070100,94.51
401,8/3/2001,Friday,149,122.36,122.36,120.9,121.94,10816300,93.99
402,8/6/2001,Monday,150,121.35,121.51,120.1,120.3,8550100,92.73
403,8/7/2001,Tuesday,151,120.27,121.2,119.91,120.77,8865100,93.09
404,8/8/2001,Wednesday,152,120.12,121.16,118.43,118.53,15183800,91.37
405,8/9/2001,Thursday,153,118.7,118.97,117.86,118.88,14118500,91.64
406,8/10/2001,Friday,154,118.8,119.84,117.34,119.29,11173300,91.95
407,8/13/2001,Monday,155,119.6,119.85,118.81,119.32,7431600,91.97
408,8/14/2001,Tuesday,156,120.14,120.35,118.8,119.27,13178100,91.94
409,8/15/2001,Wednesday,157,119.23,119.61,118.08,118.24,8520600,91.14
410,8/16/2001,Thursday,158,117.8,118.75,117,118.65,10734700,91.46
411,8/17/2001,Friday,159,117.65,117.87,116.01,116.75,11604600,89.99
412,8/20/2001,Monday,160,116.8,117.9,116.55,117.83,10417400,90.83
413,8/21/2001,Tuesday,161,117.8,118.54,115.8,115.82,14480800,89.28
414,8/22/2001,Wednesday,162,116.75,117.43,115.78,117.02,11752300,90.2
415,8/23/2001,Thursday,163,116.96,117.52,116.49,116.6,8744100,89.88
416,8/24/2001,Friday,164,117.21,119.13,116.74,119.02,11687700,91.74
417,8/27/2001,Monday,165,118.97,119.2,118.26,118.31,7425100,91.2
418,8/28/2001,Tuesday,166,118.28,118.49,116.58,116.58,12046600,89.86
419,8/29/2001,Wednesday,167,117.13,117.18,115.17,115.54,16180000,89.06
420,8/30/2001,Thursday,168,114.85,115.74,112.04,113.32,17692600,87.35
421,8/31/2001,Friday,169,113.4,114.77,113.13,114.15,15985400,87.99
422,9/4/2001,Tuesday,170,113.85,116.17,113.37,113.42,24473400,87.43
423,9/5/2001,Wednesday,171,113.7,114.19,111.95,113.7,21477100,87.64
424,9/6/2001,Thursday,172,112.65,113.3,110.77,110.77,21653000,85.38
425,9/7/2001,Friday,173,110.02,111.25,108.63,108.72,33133900,83.8
426,9/10/2001,Monday,174,107.7,110.35,107.7,110.05,23408700,84.83
427,9/17/2001,Monday,175,101,106.4,100,104.3,32388700,80.4
428,9/18/2001,Tuesday,176,104.33,105.3,103.36,104.05,22029200,80.2
429,9/19/2001,Wednesday,177,104.1,104.5,98.56,101.95,42771800,78.59
430,9/20/2001,Thursday,178,100.4,101.81,98.56,98.71,36210900,76.09
431,9/21/2001,Friday,179,94.28,98.99,93.8,97.28,49782100,75.27
432,9/24/2001,Monday,180,99.72,101.16,99.06,100.7,25549600,77.91
433,9/25/2001,Tuesday,181,100.75,102,99.9,101.75,25466200,78.73
434,9/26/2001,Wednesday,182,102.35,102.4,100.43,101.39,18587500,78.45
435,9/27/2001,Thursday,183,101.25,102.29,100,102.27,20536800,79.13
436,9/28/2001,Friday,184,102.98,109.62,102.5,104.44,21687200,80.81
437,10/1/2001,Monday,185,103.9,104.32,102.83,104.27,20457400,80.68
438,10/2/2001,Tuesday,186,104,105.58,103.65,105.58,19833100,81.69
439,10/3/2001,Wednesday,187,104.6,107.88,104.35,107.35,32045800,83.06
440,10/4/2001,Thursday,188,108.29,108.97,106.75,107.44,32674100,83.13
441,10/5/2001,Friday,189,107.25,107.62,105.52,107.23,29796100,82.97
442,10/8/2001,Monday,190,106.27,107.3,105.87,106.53,12970300,82.42
443,10/9/2001,Tuesday,191,106.61,106.75,105.6,105.96,15976300,81.98
444,10/10/2001,Wednesday,192,105.8,108.55,105.52,108.32,19987400,83.81
445,10/11/2001,Thursday,193,108.95,110.3,108.95,110,23006300,85.11
446,10/12/2001,Friday,194,109.15,109.89,107.3,109.5,31360500,84.72
447,10/15/2001,Monday,195,108.63,109.45,108.06,109.3,16873000,84.57
448,10/16/2001,Tuesday,196,109.8,110.61,108.95,109.99,15877100,85.1
449,10/17/2001,Wednesday,197,111.07,111.15,107.65,107.65,28542300,83.29
450,10/18/2001,Thursday,198,107.82,108.16,106.75,107.42,16510000,83.11
451,10/19/2001,Friday,199,107,107.91,106.01,107.35,21912500,83.06
452,10/22/2001,Monday,200,107.3,109.57,107.21,109.47,17540600,84.7
453,10/23/2001,Tuesday,201,109.96,110.28,108.38,108.91,22062500,84.27
454,10/24/2001,Wednesday,202,108.98,109.45,108.22,108.62,16065200,84.04
455,10/25/2001,Thursday,203,107.45,110.6,106.74,110.57,27467900,85.55
456,10/26/2001,Friday,204,109.95,111.79,109.67,110.32,18623300,85.36
457,10/29/2001,Monday,205,110.16,110.55,107.45,107.45,18727500,83.14
458,10/30/2001,Tuesday,206,107.35,107.7,105.56,106.16,26178600,82.14
459,10/31/2001,Wednesday,207,106.9,107.86,105.8,105.8,28124200,81.86
460,11/1/2001,Thursday,208,106.6,109.01,105.7,108.51,29806800,83.96
461,11/2/2001,Friday,209,108.44,109.38,107.87,109.25,17575900,84.53
462,11/5/2001,Monday,210,110.12,111.09,109.95,110.68,15929500,85.64
463,11/6/2001,Tuesday,211,110.35,112.48,109.85,112.4,23245800,86.97
464,11/7/2001,Wednesday,212,111.77,113.12,111.64,112.25,19716000,86.85
465,11/8/2001,Thursday,213,112.87,114.08,111.9,112.6,22563500,87.12
466,11/9/2001,Friday,214,112.25,112.96,111.44,112.72,15895800,87.21
467,11/12/2001,Monday,215,111,112.65,110,112.03,26068800,86.68
468,11/13/2001,Tuesday,216,113.44,114.55,113.18,114.55,15296200,88.63
469,11/14/2001,Wednesday,217,115.17,115.4,113.71,114.66,17571300,88.71
470,11/15/2001,Thursday,218,114.37,115.18,113.93,114.87,19470200,88.88
471,11/16/2001,Friday,219,115.08,115.1,113.4,114.36,18134900,88.48
472,11/19/2001,Monday,220,114.92,115.85,114.45,115.77,13625400,89.57
473,11/20/2001,Tuesday,221,115.37,115.8,114.64,114.8,16209700,88.82
474,11/21/2001,Wednesday,222,114.5,114.67,113.51,114.04,11470200,88.23
475,11/23/2001,Friday,223,114.04,115.75,114,115.68,6717100,89.5
476,11/26/2001,Monday,224,115.75,116.34,115.07,115.93,13726000,89.7
477,11/27/2001,Tuesday,225,115.62,116.9,114.09,115.43,19261400,89.31
478,11/28/2001,Wednesday,226,114.74,115.17,113.25,113.34,20195500,87.69
479,11/29/2001,Thursday,227,113.66,114.92,113,114.87,16354700,88.88
480,11/30/2001,Friday,228,114.4,114.91,114.02,114.05,13680300,88.24
481,12/3/2001,Monday,229,113.65,114.08,113.01,113.37,15220400,87.72
482,12/4/2001,Tuesday,230,113.92,115.3,113.35,115.29,17239900,89.2
483,12/5/2001,Wednesday,231,115.61,118,115.56,117.4,25204000,90.83
484,12/6/2001,Thursday,232,117.34,117.94,116.93,117.34,17972900,90.79
485,12/7/2001,Friday,233,116.9,117.09,115.7,116.56,18857800,90.18
486,12/10/2001,Monday,234,115.85,116.39,114.35,114.38,13862700,88.5
487,12/11/2001,Tuesday,235,114.9,115.72,113.9,114.15,20833300,88.32
488,12/12/2001,Wednesday,236,114.55,114.78,113.11,114.28,16171500,88.42
489,12/13/2001,Thursday,237,113.45,113.7,112.04,112.06,19026700,86.7
490,12/14/2001,Friday,238,112.33,113.49,112,113.13,16721900,87.53
491,12/17/2001,Monday,239,112.99,114.36,112.9,114.3,13925900,88.44
492,12/18/2001,Tuesday,240,114.63,115.15,114.34,114.98,13663700,88.96
493,12/19/2001,Wednesday,241,114.09,115.92,114,115.79,20143400,89.59
494,12/20/2001,Thursday,242,115.5,115.8,114.55,114.65,14867900,88.71
495,12/21/2001,Friday,243,115.03,115.07,114.2,114.95,14037700,89.24
496,12/24/2001,Monday,244,114.83,115.04,114.61,114.73,5728800,89.07
497,12/26/2001,Wednesday,245,114.65,116.21,114.65,115.36,10304800,89.56
498,12/27/2001,Thursday,246,115.3,116.08,115.25,116.06,9407300,90.11
499,12/28/2001,Friday,247,116.29,116.75,115.92,116,10593800,90.06
500,12/31/2001,Monday,248,116.15,116.39,114.23,114.3,14619500,88.74
501,1/2/2002,Wednesday,1,115.11,115.75,113.81,115.53,18651900,89.7
502,1/3/2002,Thursday,2,115.65,116.95,115.54,116.84,15743000,90.71
503,1/4/2002,Friday,3,117.17,117.98,116.55,117.62,20140700,91.32
504,1/7/2002,Monday,4,117.7,117.99,116.56,116.79,13106500,90.67
505,1/8/2002,Tuesday,5,116.79,117.06,115.97,116.52,12683700,90.46
506,1/9/2002,Wednesday,6,116.68,117.78,115.34,115.57,16610300,89.73
507,1/10/2002,Thursday,7,115.69,116.35,115.3,116.08,12823400,90.12
508,1/11/2002,Friday,8,116.21,116.28,114.7,114.94,13708400,89.24
509,1/14/2002,Monday,9,114.65,114.84,113.96,114.22,12301100,88.68
510,1/15/2002,Tuesday,10,114.55,115.39,113.9,115.15,20219900,89.4
511,1/16/2002,Wednesday,11,114.3,114.4,112.69,112.82,17067000,87.59
512,1/17/2002,Thursday,12,113.76,114.24,113.4,113.67,17283400,88.25
513,1/18/2002,Friday,13,113,113.85,112.67,113.15,17028000,87.85
514,1/22/2002,Tuesday,14,113.75,113.93,112.02,112.37,11689300,87.24
515,1/23/2002,Wednesday,15,112.63,113.55,112.02,113.23,12438900,87.91
516,1/24/2002,Thursday,16,113.64,114.25,113.32,113.58,12142800,88.18
517,1/25/2002,Friday,17,113.12,114.18,113.04,113.55,12810700,88.16
518,1/28/2002,Monday,18,113.9,114.19,112.92,113.86,10589200,88.4
519,1/29/2002,Tuesday,19,113.85,114.13,110.05,110.28,27720800,85.62
520,1/30/2002,Wednesday,20,110.39,113.39,108.4,111.87,34711800,86.85
521,1/31/2002,Thursday,21,112.15,113.3,111.62,113.18,19909200,87.87
522,2/1/2002,Friday,22,113.09,113.3,112.17,112.65,15838500,87.46
523,2/4/2002,Monday,23,112.23,112.23,109.44,109.85,24243400,85.29
524,2/5/2002,Tuesday,24,109.4,110.49,108.53,109.17,33614000,84.76
525,2/6/2002,Wednesday,25,109.65,109.74,108.06,108.7,29486000,84.39
526,2/7/2002,Thursday,26,108.72,109.86,108,108.02,23445400,83.86
527,2/8/2002,Friday,27,108.63,110.75,108.3,110.09,19277800,85.47
528,2/11/2002,Monday,28,110.05,111.64,109.82,111.44,18792400,86.52
529,2/12/2002,Tuesday,29,110.96,111.71,110.03,111.09,13942500,86.25
530,2/13/2002,Wednesday,30,111.48,112.54,111.35,112.27,16781100,87.16
531,2/14/2002,Thursday,31,112.51,112.97,111.59,112.06,20453800,87
532,2/15/2002,Friday,32,112.15,112.24,110.71,110.89,18366800,86.09
533,2/19/2002,Tuesday,33,110.15,110.29,108.61,108.76,15988100,84.44
534,2/20/2002,Wednesday,34,109.05,110.59,107.82,110.59,29242800,85.86
535,2/21/2002,Thursday,35,109.93,110.63,108.26,108.3,26288600,84.08
536,2/22/2002,Friday,36,108.35,109.94,107.87,109.64,26572900,85.12
537,2/25/2002,Monday,37,109.74,111.81,109.7,111.45,17458700,86.53
538,2/26/2002,Tuesday,38,111.6,112.04,110.57,111.22,22346500,86.35
539,2/27/2002,Wednesday,39,111.96,112.86,110.65,111.65,28597900,86.68
540,2/28/2002,Thursday,40,111.83,112.75,111.03,111.15,23755400,86.29
541,3/1/2002,Friday,41,111.72,113.85,111.51,113.74,26273600,88.31
542,3/4/2002,Monday,42,113.9,115.99,113.65,115.75,27184600,89.87
543,3/5/2002,Tuesday,43,115.33,116.4,114.97,115.38,22718900,89.58
544,3/6/2002,Wednesday,44,115.1,117.15,115.07,116.75,20143200,90.64
545,3/7/2002,Thursday,45,117.36,117.5,115.57,116.5,19330800,90.45
546,3/8/2002,Friday,46,117.38,117.9,116.48,116.99,19930100,90.83
547,3/11/2002,Monday,47,116.89,117.9,116.43,117.24,15621800,91.02
548,3/12/2002,Tuesday,48,116.1,117.25,115.94,117.17,17153600,90.97
549,3/13/2002,Wednesday,49,116.63,116.75,115.64,116.04,17175300,90.09
550,3/14/2002,Thursday,50,116.04,116.43,115.63,115.88,11168100,89.97
551,3/15/2002,Friday,51,115.97,116.95,115.9,116.65,21220100,90.82
552,3/18/2002,Monday,52,117.1,117.56,116.1,116.67,17548900,90.84
553,3/19/2002,Tuesday,53,117.3,117.74,116.82,117.45,17912000,91.45
554,3/20/2002,Wednesday,54,116.5,116.58,115.19,115.24,17114500,89.73
555,3/21/2002,Thursday,55,115.3,115.9,114.12,115.29,25846800,89.77
556,3/22/2002,Friday,56,115.5,115.94,114.7,115.04,15235400,89.57
557,3/25/2002,Monday,57,115.09,115.36,113.3,113.61,17499600,88.46
558,3/26/2002,Tuesday,58,113.52,115.02,113.47,114.27,19947600,88.97
559,3/27/2002,Wednesday,59,114.03,115.01,113.76,114.57,19020300,89.2
560,3/28/2002,Thursday,60,114.97,115.77,114.5,114.52,17532900,89.17
561,4/1/2002,Monday,61,114.23,115.1,113.5,114.57,17711000,89.2
562,4/2/2002,Tuesday,62,113.98,114.95,113.77,113.94,15669500,88.71
563,4/3/2002,Wednesday,63,114.01,114.21,112.16,113.14,25658500,88.09
564,4/4/2002,Thursday,64,112.6,113.4,112.23,112.67,23549000,87.73
565,4/5/2002,Friday,65,113.19,113.63,112.18,112.69,19404900,87.74
566,4/8/2002,Monday,66,111.32,113.03,111.23,112.93,16470100,87.93
567,4/9/2002,Tuesday,67,113.18,113.18,111.93,112.14,15122700,87.31
568,4/10/2002,Wednesday,68,112.1,113.54,112.09,113.41,17199300,88.3
569,4/11/2002,Thursday,69,112.89,113.05,110.5,110.59,25453700,86.11
570,4/12/2002,Friday,70,111.02,111.65,110.04,111.42,14950600,86.75
571,4/15/2002,Monday,71,111.62,111.86,110.2,110.57,17394900,86.09
572,4/16/2002,Tuesday,72,111.7,113.32,111.67,113.2,15040900,88.14
573,4/17/2002,Wednesday,73,113.39,113.67,112.6,112.96,12920100,87.95
574,4/18/2002,Thursday,74,112.9,113.46,111.15,112.47,25204800,87.57
575,4/19/2002,Friday,75,113.2,113.24,112.56,112.88,10499200,87.89
576,4/22/2002,Monday,76,112.38,112.43,110.84,111,13922900,86.42
577,4/23/2002,Tuesday,77,111.09,111.48,110.17,110.52,16967000,86.05
578,4/24/2002,Wednesday,78,110.56,111.81,109.4,109.41,18902700,85.19
579,4/25/2002,Thursday,79,109.21,109.74,108.72,109.47,25451500,85.23
580,4/26/2002,Friday,80,109.79,110.01,107.29,107.39,19769800,83.61
581,4/29/2002,Monday,81,107.93,108.26,106.63,106.86,17724400,83.2
582,4/30/2002,Tuesday,82,107.02,108.64,106.64,107.86,19473500,83.98
583,5/1/2002,Wednesday,83,107.97,109.25,106.8,109.18,24575600,85.01
584,5/2/2002,Thursday,84,109.1,109.91,107.78,108.76,15666800,84.68
585,5/3/2002,Friday,85,108.6,108.76,107.2,107.58,18185500,83.76
586,5/6/2002,Monday,86,107.64,107.99,105.31,105.47,23630400,82.12
587,5/7/2002,Tuesday,87,106.1,106.32,104.9,105.1,21910000,81.83
588,5/8/2002,Wednesday,88,107.05,109.36,106.79,109.01,27917400,84.88
589,5/9/2002,Thursday,89,108.65,109.1,107.58,107.75,18085600,83.89
590,5/10/2002,Friday,90,107.97,108.05,105.6,105.72,18958900,82.31
591,5/13/2002,Monday,91,106.22,107.95,105.79,107.87,14677700,83.99
592,5/14/2002,Tuesday,92,109.62,110.37,109,110.22,34201200,85.82
593,5/15/2002,Wednesday,93,109.5,110.91,109.29,109.79,29535300,85.48
594,5/16/2002,Thursday,94,109.7,110.48,109.33,110.36,28092000,85.93
595,5/17/2002,Friday,95,110.66,111.25,110.1,110.9,27823700,86.35
596,5/20/2002,Monday,96,110.64,110.69,109.49,109.7,13833800,85.41
597,5/21/2002,Tuesday,97,110.11,110.48,108.32,108.7,16877200,84.63
598,5/22/2002,Wednesday,98,108.22,109.12,108,108.94,15844200,84.82
599,5/23/2002,Thursday,99,109.26,110.36,108.48,110.1,13879800,85.72
600,5/24/2002,Friday,100,109.98,110.2,108.61,108.69,11877000,84.63
601,5/28/2002,Tuesday,101,109.05,109.13,107.45,108.1,24236900,84.17
602,5/29/2002,Wednesday,102,107.62,108.02,107.13,107.3,14773300,83.54
603,5/30/2002,Thursday,103,106.55,107.51,105.9,107,18217900,83.31
604,5/31/2002,Friday,104,107.4,108.56,106.85,107.22,19826300,83.48
605,6/3/2002,Monday,105,107.09,107.6,104.13,104.37,26056300,81.26
606,6/4/2002,Tuesday,106,104.15,105.2,103.55,104.63,25856200,81.47
607,6/5/2002,Wednesday,107,104.95,105.67,104.35,105.61,19695900,82.23
608,6/6/2002,Thursday,108,105.54,105.6,103.15,103.46,22998500,80.55
609,6/7/2002,Friday,109,101.78,103.92,101.72,103.34,24011600,80.46
610,6/10/2002,Monday,110,103.24,104.46,103.02,103.74,18759900,80.77
611,6/11/2002,Tuesday,111,104.13,104.54,101.73,101.96,19990700,79.39
612,6/12/2002,Wednesday,112,101.71,102.81,100.78,102.58,31266000,79.87
613,6/13/2002,Thursday,113,102.13,103,101.34,101.55,21043900,79.07
614,6/14/2002,Friday,114,100.31,101.56,98.5,101.4,39267500,78.95
615,6/17/2002,Monday,115,101.92,104.34,101.85,104.12,17647200,81.07
616,6/18/2002,Tuesday,116,103.74,105.03,103.63,104.97,21628500,81.73
617,6/19/2002,Wednesday,117,103.5,104.43,102.24,102.52,21540700,79.82
618,6/20/2002,Thursday,118,102.26,103.05,100.96,101.21,25691000,78.8
619,6/21/2002,Friday,119,100.47,100.93,98.68,99.28,31190700,77.57
620,6/24/2002,Monday,120,98.61,100.69,97.25,99.8,37169700,77.98
621,6/25/2002,Tuesday,121,100.3,100.89,97.54,97.56,33355000,76.23
622,6/26/2002,Wednesday,122,95.2,98.15,95.19,97.72,37913600,76.35
623,6/27/2002,Thursday,123,98.5,99.49,96.57,99.43,31616400,77.69
624,6/28/2002,Friday,124,99.24,100.5,98.88,98.96,28184200,77.32
625,7/1/2002,Monday,125,99.18,99.8,96.89,97.03,20270200,75.81
626,7/2/2002,Tuesday,126,96.86,97.2,94.77,94.97,34213900,74.2
627,7/3/2002,Wednesday,127,94.62,95.84,93.72,95.51,30565800,74.62
628,7/5/2002,Friday,128,96.78,99.53,96.66,99.31,19013500,77.59
629,7/8/2002,Monday,129,98.98,99.7,97.56,98.07,19118600,76.62
630,7/9/2002,Tuesday,130,97.73,98.34,95.01,95.6,28620400,74.69
631,7/10/2002,Wednesday,131,96,96.07,92.04,92.12,50522500,71.98
632,7/11/2002,Thursday,132,91.76,93.35,90.32,92.87,59476500,72.56
633,7/12/2002,Friday,133,93.33,93.89,91.52,91.85,39018600,71.76
634,7/15/2002,Monday,134,91.64,92.4,87.89,92.34,77317200,72.15
635,7/16/2002,Tuesday,135,91.12,92.38,89.87,90.56,53282400,70.76
636,7/17/2002,Wednesday,136,92.46,93.3,89.75,90.74,48880600,70.9
637,7/18/2002,Thursday,137,90.7,91.1,87.75,87.8,32656700,68.6
638,7/19/2002,Friday,138,86.76,87.55,84.3,84.71,77572600,66.19
639,7/22/2002,Monday,139,84.1,85.91,81.45,82.2,78134000,64.23
640,7/23/2002,Tuesday,140,82.55,83.24,79.75,79.95,74484100,62.47
641,7/24/2002,Wednesday,141,78.13,85.12,77.68,84.72,107022800,66.19
642,7/25/2002,Thursday,142,84.27,85.85,81.6,84,87176600,65.63
643,7/26/2002,Friday,143,84.65,85.93,83.8,85.6,41206800,66.88
644,7/29/2002,Monday,144,87.5,90.34,87.3,89.77,53492900,70.14
645,7/30/2002,Tuesday,145,89.32,91.4,88.72,90.94,47532200,71.05
646,7/31/2002,Wednesday,146,90.49,91.55,89.25,91.16,44669900,71.23
647,8/1/2002,Thursday,147,90.88,91.35,88.33,88.78,66571900,69.37
648,8/2/2002,Friday,148,88.5,88.91,85.62,86.79,51772900,67.81
649,8/5/2002,Monday,149,86.49,86.93,83.55,83.77,47191300,65.45
650,8/6/2002,Tuesday,150,85.23,87.9,85.11,86.59,64730000,67.66
651,8/7/2002,Wednesday,151,87.87,88.5,85.77,88.1,43289400,68.83
652,8/8/2002,Thursday,152,88.42,91.1,87.8,90.95,48339800,71.06
653,8/9/2002,Friday,153,90.1,91.94,89.35,91.29,41879200,71.33
654,8/12/2002,Monday,154,89.99,91.27,89.55,90.62,25841700,70.8
655,8/13/2002,Tuesday,155,90.15,91.66,88.65,88.97,49690500,69.51
656,8/14/2002,Wednesday,156,89.02,92.63,88.02,92.22,57423600,72.05
657,8/15/2002,Thursday,157,92.84,93.99,92.2,93.5,45551500,73.05
658,8/16/2002,Friday,158,92.82,94.08,92,93.22,36517300,72.84
659,8/19/2002,Monday,159,93.46,95.75,93.1,95.4,33669900,74.54
660,8/20/2002,Tuesday,160,94.82,95.4,93.62,94.39,30508300,73.75
661,8/21/2002,Wednesday,161,95.06,95.78,93.57,95.75,39628900,74.81
